RA,JC,AA,PA,Label
0,0.0,0,665,1
0,0.0,0,6,1
0.08393009460688736,0.11046511627906977,3.2885782061845443,7638,1
0,0.0,0,66,1
0.022513866711062584,0.024390243902439025,0.8662090804309219,2000,1
0.05791415851891761,0.058823529411764705,0.907745525227628,335,1
0,0.0,0,208,1
0.07917984096716596,0.12371134020618557,5.4921149213907645,17420,1
0.08811327561327562,0.05454545454545454,0.8248318838400079,720,1
0,0.0,0,21,1
0.10508927450570216,0.09669211195928754,5.760863040585439,29670,1
0.023688108831760066,0.00975609756097561,0.7454825447922495,34200,1
0.002793296089385475,0.0019157088122605363,0.17005261297106852,1042,1
0,0.0,0,188,1
0.10740914090152107,0.23376623376623376,3.322626804510048,1704,1
0.01763243092154634,0.023622047244094488,0.8597957444360965,16000,1
0.3524991533480331,0.04844814534443603,19.7147344907428,1212625,1
2.748986035665973,0.09557522123893805,17.231061440576532,70668,1
0.09795039018026944,0.043333333333333335,4.238211143356701,97968,1
0.008354316060124843,0.014797507788161994,2.368240507130342,87472,1
0.02502212325671473,0.016928657799274487,1.9571552653348852,28980,1
0.036053614176639076,0.020689655172413793,0.5304698012695583,1995,1
0.43877610606306455,0.12428160919540229,26.722934459774812,607476,1
0.03862605709966119,0.05172413793103448,1.8428861429669847,5668,1
9.44518956495457e-06,0.0003104625892579944,0.0864303862565374,9657,1
0.028722567481679492,0.02107823267126064,6.457356527351841,1200078,1
0.0003969225189738214,0.005376344086021506,1.057429438408908,121756,1
0,0.0,0,35,1
0.134021066443383,0.046236559139784944,6.378435924673052,138400,1
0.026864963286407587,0.02481389578163772,1.5571195175685346,27636,1
4.825518394125839e-05,0.013888888888888888,0.432540627613082,7546,1
0,0.0,0,20,1
0.002920500922838543,0.03090727816550349,3.0425124863948305,190005,1
0,0.0,0,33,1
0,0.0,0,114,1
0.002631578947368421,0.027777777777777776,0.1683453148833088,342,1
0,0.0,0,246,1
0.0002418195715668929,0.0026246719160104987,0.27789351075553653,21413,1
0.05275287111729059,0.022058823529411766,1.1653267811713244,14280,1
0.1,0.03125,0.43429448190325176,90,1
0.032158361708266914,0.0011828320378506252,1.1920009275041925,363506,1
0.011808435992632945,0.0189208128941836,6.037957458847632,201427,1
0,0.0,0,10,1
0.00015765410688948448,0.001589825119236884,0.11421904793477591,1881,1
0.013333333333333334,0.03225806451612903,0.23161615589971676,247,1
0.0024606257797997713,0.004714510214772132,1.0503007310438697,28545,1
0.5999094911858097,0.008797009016934242,18.56266498135475,9167418,1
0.35724699687859746,0.00011306918218675799,1.8793881297185238,4452768,1
0.06169739404612384,0.04451038575667656,4.642672384697153,119004,1
0.001095290251916758,0.0021929824561403508,0.14669777698834938,2260,1
0,0.0,0,220,1
0.03917076283052011,0.016262657256827247,6.865774788276517,1679375,1
0,0.0,0,684,1
0.1454047187139816,0.02881844380403458,3.4893472053246883,62933,1
0.45058224122207685,0.06340057636887608,8.475774911835787,79517,1
0.0005580936142920503,0.015267175572519083,0.4457071060121541,5808,1
0.0005530745826637526,0.017241379310344827,0.5158698306746968,4726,1
0.00014951510898759555,0.009009009009009009,0.2100663274021122,663,1
0.008849557522123894,0.0009699321047526673,0.21153331149217683,68231,1
0.07994826994162614,0.04678362573099415,1.6932019063767356,1848,1
0,0.0,0,6600,1
0,0.0,0,66,1
0,0.0,0,1836,1
0.009596918854657506,0.023942537909018357,6.117297424505188,1110265,1
0.1032319184076467,0.15384615384615385,3.6253426770148542,4664,1
0,0.0,0,47,1
0.01262500290018391,0.009671179883945842,1.3845127871687049,34340,1
0.2742859043890735,0.043753294675803904,13.291927171051647,249075,1
5.108981149834528,0.04137267479153303,57.97269600562455,3932968,1
2.4175794047923294,0.22941176470588234,12.790791341458547,10270,1
0.032828958176673084,0.060240963855421686,0.8176269968074179,1911,1
0.0015623317127664103,0.003355704697986577,0.2706752225357806,52920,1
0.014990784647639553,0.049019607843137254,0.810608691277741,2652,1
0,0.0,0,2529,1
0,0.0,0,45,1
0,0.0,0,144,1
0,0.0,0,48,1
0.10315212590061035,0.005637331663012841,3.0103008462177816,182874,1
0.09172422071320284,0.006746626686656672,1.6953933464116977,429156,1
0.006405949760137318,0.016025641025641024,0.6630604313022483,9622,1
0,0.0,0,199,1
0.013765930023122857,0.002369548777413663,14.360544178244888,11829953,1
0,0.0,0,2094,1
0.0008440032713701385,0.014035087719298246,0.4621019886319535,9108,1
0.01288023398337252,0.02336448598130841,1.4376454271362087,28640,1
0.0116172718183624,0.003769520732364028,1.829552407993224,765180,1
0,0.0,0,6,1
6.6258865842545e-05,0.006233303650934996,0.600445118960323,46741,1
0.09324993703203752,0.004104477611940298,4.907534123814894,5174442,1
0.0024680944334353892,0.018656716417910446,1.1149141816977068,65313,1
0,0.0,0,396,1
0.006947496051975157,0.010279001468428781,0.9922147809952166,20992,1
0.004031371980117866,0.00262582056892779,0.7589435793494426,221190,1
0,0.0,0,720,1
0,0.0,0,935,1
0.008789916535743238,0.009708737864077669,0.9717852276989662,38860,1
0.06429208005023732,0.041970802919708027,3.6604069164739963,46354,1
2.1334822449635413,0.01036823507532081,41.25730988349164,10408090,1
0.015038459039092147,0.05093833780160858,8.275675766596338,453052,1
0.002922539185393058,0.022598870056497175,0.44339924006651954,3634,1
0.09613859938011317,0.03872752420470263,4.561236643596895,52494,1
0,0.0,0,1168,1
0.010367365336939374,0.00684931506849315,0.37849985679131215,873,1
0.003985566659301041,0.02030456852791878,3.592304802689825,353678,1
0.0033720672534920887,0.031088082901554404,0.7866999658666222,4644,1
0,0.0,0,1441,1
0.15128628846292227,0.04247104247104247,2.3890905153225908,4301,1
0.0011547344110854503,0.004149377593360996,0.14784402950648895,2097,1
0.006238706433264082,0.04697986577181208,1.6631026943860119,22572,1
0.11920411874661727,0.11602209944751381,6.820353937455347,23643,1
0,0.0,0,44352,1
0.0012938128536748748,0.007357859531772575,1.0835986547243233,72800,1
0.1358621453481228,0.041821561338289966,7.244426184591341,217750,1
0.010192725532603412,0.017391304347826087,0.6620397216131904,2664,1
0,0.0,0,1320,1
0.2860312439249736,0.10600706713780919,18.825203896436655,381876,1
0,0.0,0,532,1
0.01798389786125928,0.02857142857142857,1.5559768886656906,8991,1
0.015154989146543868,0.011123296255679148,7.736880532778738,797328,1
0.004310646345141414,0.0012146978439113271,0.935734466257427,138033,1
0.006784202738633098,0.0176678445229682,0.7353490701267378,16892,1
0.0038022813688212928,0.0055248618784530384,0.17946381134212294,7552,1
0.22916666666666663,0.17647058823529413,1.1655329689859302,96,1
0,0.0,0,4,1
0.0020325203252032522,0.011111111111111112,0.16132990782710885,664,1
0.00017507002801120448,0.0005675368898978433,0.11560259959442501,12292,1
0.5146490426762135,0.013483696984555038,10.041937724187772,1096965,1
0.006941875617313559,0.005597014925373134,0.4495040363969355,4248,1
0.3747163410462349,0.052945385165752444,31.074595157476942,4266994,1
0.0855314275797437,0.08993576017130621,6.227444114267773,37048,1
0.0008291873963515755,0.0028011204481792717,0.14094304812810735,4816,1
0.0008380052981976447,0.010125361620057859,1.9638941098556577,233286,1
0.025725232621784343,0.011235955056179775,0.42735033668582784,1044,1
0.004162530913105563,0.04395604395604396,0.5354590588719639,1134,1
2.7833444667112003e-05,0.002631578947368421,0.09533549892928948,2618,1
0.001040084860528584,0.004651162790697674,0.6868006220426969,40448,1
0.0370342326866077,0.029177718832891247,1.7080103370168798,11067,1
0,0.0,0,61,1
0.028774187539314915,0.02240566037735849,2.7188245741170127,35432,1
0.021197301719639006,0.039647577092511016,1.39171425414259,2688,1
0,0.0,0,28,1
0.022518934584924287,0.03424657534246575,0.841198027094129,3538,1
4.584228080202334,0.14705882352941177,18.75614715682384,30644,1
7.24501180936925e-06,0.011494252873563218,0.08449373257091766,492,1
0,0.0,0,275,1
0.038052898824185305,0.03206997084548105,3.344617652146918,63812,1
0.017872987395473862,0.01735357917570499,1.2675162011803127,6810,1
0,0.0,0,1290,1
0.18645298023441348,0.18867924528301888,2.433759288933225,572,1
0.010424548129466162,0.03636363636363636,0.3748587295996726,260,1
0.015055818355004576,0.0658682634730539,1.6036613374157584,6696,1
0,0.0,0,15,1
0.00013753266400770182,0.0006045949214026602,0.11246507676256706,53526,1
0,0.0,0,1155,1
4.471040855582892e-05,0.008771929824561403,0.3428025858310731,16419,1
0,0.0,0,652,1
0.0005865102639296188,0.007042253521126761,0.1343847526551599,1080,1
0,0.0,0,10095,1
3.3608795605821093e-05,0.0010357327809425167,0.18171459044174498,13482,1
0,0.0,0,244,1
0.018203049086282036,0.03067484662576687,0.7751542323421262,1872,1
0.041559852717966445,0.02358490566037736,2.4222143909879987,59940,1
0.007745472174770467,0.01949963208241354,5.2323613614641555,884304,1
0.008423468990740021,0.047619047619047616,0.35364776632503975,340,1
6.843217651272739e-05,0.004189944134078212,0.27896624964850414,16680,1
0.012550356396345237,0.03906836964688205,5.845185210475074,470340,1
0,0.0,0,64,1
0,0.0,0,23,1
0.010775443841292318,0.006600660066006601,0.3401107085121693,15066,1
0.11142846355113563,0.02711223203026482,6.0790846705117785,518630,1
0,0.0,0,600,1
0,0.0,0,220,1
0.0014005693259897935,0.014723926380368098,3.4495171826312827,487190,1
0.03617512944209705,0.012362637362637362,1.6155670243301943,44286,1
0.00413892106410065,0.0023510971786833857,0.39730457191666047,113568,1
0,0.0,0,898,1
0.004375603910702913,0.021739130434782608,0.675080625079764,11644,1
1.3112054304884109e-06,0.0019646365422396855,0.07383035914027619,8856,1
0.009125220569100765,0.009516096375784572,5.455045128476946,382824,1
0,0.0,0,815,1
0.005476298597871701,0.0032442879823289844,4.828183878527883,1213800,1
0.006024096385542169,0.017241379310344827,0.1956186206621379,114,1
0.0837397639807514,0.014005602240896359,5.213327840527481,464665,1
0.2463513160954119,0.05415162454873646,3.57558138706767,4675,1
0.09552899161015321,0.058365758754863814,2.7553082322373514,5500,1
0,0.0,0,112,1
0.000512395287079795,0.002244668911335578,0.3820102942969327,28320,1
0.00495481407949123,0.006711409395973154,0.5364532490416865,6479,1
0.1935735920161461,0.004741064916119621,2.314538970674872,1349166,1
1.4515996412157615,0.2518899304505594,122.70820564279703,4022756,1
0.057858941480083685,0.0033257948649727284,3.5711066840244325,307541,1
0.0073551766625774085,0.02262443438914027,0.7623499372890806,8008,1
0.01639344262295082,0.010309278350515464,0.24325728130826463,801,1
0,0.0,0,3008,1
0.18474920654636953,0.30952380952380953,3.001364905205367,700,1
0.020672442369782468,0.001190003966679889,0.47337882357814387,230755,1
0,0.0,0,9692,1
0,0.0,0,838,1
0.554276379204525,0.019594594594594596,6.738499726030797,493920,1
0,0.0,0,35,1
0.001568184838188578,0.02564102564102564,0.3559244964204833,684,1
0.0014443545871663842,0.00441306266548985,0.5779618765734612,47085,1
0.36428771552740025,0.08571428571428572,21.526904602087455,762651,1
0,0.0,0,345,1
0.06912402255479048,0.10738255033557047,2.8493587415498363,6804,1
0.0003200454301821849,0.0017452006980802793,0.3045249805481128,91685,1
5.2598358931201344e-05,0.0006365372374283895,0.1014937274613128,7835,1
0.04890857972125765,0.125,1.2138134190507444,368,1
0.5224527591919419,0.19298245614035087,9.278011013754206,14652,1
0.00015126304643775526,0.0016474464579901153,0.11368170445597794,2416,1
0.01833802165241507,0.045454545454545456,1.4831044359094374,4200,1
0.002973011896708763,0.01875732708089097,3.2321415947817096,303577,1
0.012369447444193073,0.007434944237918215,0.9289466122364222,6440,1
0.008771929824561403,0.010752688172043012,0.21113980144539465,184,1
0.04314334465719537,0.020395156150414276,4.273446653453787,174994,1
0.005082553479173281,0.028877005347593583,5.343703350072177,344800,1
0,0.0,0,36,1
0.1685825073453326,0.14215686274509803,5.039206372439212,9412,1
2.7438912507748383e-05,0.0002133788541555532,0.17860207585919669,373400,1
0.0013592146956502471,0.045454545454545456,0.2736365640578511,493,1
0.0012468827930174563,0.013888888888888888,0.1495414623330074,276,1
0.00014988254233385632,0.0001337837385865748,0.3603316543011832,179382,1
0.0010599375128607404,0.0034562211981566822,0.35335475677251305,45640,1
0,0.0,0,1980,1
0,0.0,0,1404,1
0.5635398589119305,0.12610489098408956,33.2000155833,839268,1
0,0.0,0,87,1
0,0.0,0,40,1
0.008734679015094495,0.11014492753623188,4.507460649310329,33810,1
0.00010212280536694454,0.0007852375343541421,0.1938685451133484,55594,1
0.003218980285962143,0.008561643835616438,0.634975774716649,6358,1
0.036396308082698246,0.06888888888888889,4.430681102926788,25620,1
0.004484304932735426,0.0014947683109118087,0.18493956587030455,3325,1
0.01479957817419823,0.012195121951219513,0.5379710986417539,2160,1
0.3235934895265046,0.057803468208092484,2.6398521061448204,8216,1
0.0017015243073593904,0.011194029850746268,0.7107418212154655,59985,1
0.3044574259878015,0.07112676056338028,15.159010916286691,573390,1
0.1881964797644271,0.0141287284144427,1.8703773000586028,101520,1
0,0.0,0,2432,1
0.002892559485797735,0.022222222222222223,0.5168061076183406,2988,1
0,0.0,0,844,1
0.0025188916876574307,0.0008006405124099279,0.16711407894289287,46056,1
0.0012626262626262627,0.0125,0.14982257878793112,648,1
0.005847277313220432,0.017675254643499103,5.765728322184833,2336562,1
0.00911133203639285,0.01818181818181818,2.3360318406024323,134028,1
0.005649717514124294,0.041666666666666664,0.19319379300543385,66,1
0.5246988240788405,0.026688907422852376,6.9728041776830585,57918,1
6.84931506849315e-05,0.014492753623188406,0.10428858863388606,1000,1
0.018518518518518517,0.015873015873015872,0.2506903984389969,124,1
8.422967748456491e-06,0.0013698630136986301,0.08558311129886607,86718,1
0.08418904795387339,0.006628613515006445,5.317982683523222,446872,1
1.4136395936545509e-05,0.003766478342749529,0.16553635612952294,5230,1
0,0.0,0,770,1
0.023809523809523808,0.0014005602240896359,0.267546386419054,2136,1
0.000513347022587269,0.004310344827586207,0.13202089627872077,4452,1
0.0007905319780821362,0.006109979633401222,0.32744849522454444,10384,1
