RA,JC,AA,PA,Label
0.021244063513900638,0.05128205128205128,0.747697625360632,1105,1
0,0.0,0,203,1
0.21179592880939271,0.21951219512195122,2.332527649531428,400,1
0.018362226919995273,0.02512562814070352,1.4501699306972793,41132,1
0,0.0,0,612,1
2.690551589981462e-06,0.006369426751592357,0.07796806287802142,312,1
0.004001969284704247,0.02459016393442623,0.42644212457949066,1356,1
0.14556281408625366,0.0003598928690994309,6.2975691607233975,23388092,1
0.007194244604316547,0.09090909090909091,0.20265584813122056,20,1
0.031880886470531104,0.0660377358490566,1.270983149383823,2380,1
0.27348777674445673,0.10775862068965517,5.3732203575351205,16050,1
0.19333561953443212,0.048723897911832945,4.099380386746936,49707,1
0.0024096385542168677,0.009615384615384616,0.16588483704660195,1274,1
0.0062746145117148384,0.024096385542168676,0.3415496511805702,750,1
0.682572057358368,0.03823529411764706,5.879938990896642,77520,1
0.004142445722108966,0.003968253968253968,0.9158400139679184,35020,1
0.20321891813419854,0.11071849234393404,14.547835089594303,220332,1
0.17352979058369036,0.021415270018621976,3.9320821518252638,299130,1
1.3112054304884109e-06,0.0006788866259334691,0.07383035914027619,4413,1
0,0.0,0,174,1
0,0.0,0,42,1
0,0.0,0,4,1
0.00540300163782387,0.018691588785046728,1.6328313467866373,37630,1
0,0.0,0,44,1
0.3764749262536873,0.02054794520547945,1.3556401620646672,2470,1
0.004177242233901636,0.005988023952095809,0.30886750606055235,7199,1
2.458093396619867,0.8048780487804879,12.37127699376942,1368,1
0.000627335609079683,0.026578073089700997,1.5116615919527747,90720,1
0,0.0,0,1108,1
0,0.0,0,234,1
0.003263268122155405,0.002803738317757009,0.43788976642628863,62682,1
0,0.0,0,30,1
0.0003901055489337449,0.015873015873015872,0.5920858670622441,36828,1
0.009713641639088869,0.05555555555555555,0.7368377701989983,2226,1
0.0005649482182224341,0.0026666666666666666,0.24435872677722292,42780,1
0,0.0,0,473,1
3.2731823184006714e-06,0.00030646644192460924,0.14992483757038821,39132,1
0.012368729803240892,0.03296703296703297,0.5132121987703797,984,1
0.0036101083032490976,0.00980392156862745,0.17780883485868182,582,1
7.24501180936925e-06,0.002898550724637681,0.08449373257091766,1705,1
0.033581523417228365,0.07430340557275542,3.457319279563962,29046,1
0.25009239190052945,0.01440922190201729,1.4024007396676543,21567,1
0.019309089280070083,0.011583011583011582,0.5774225372027567,1536,1
0,0.0,0,28628,1
0.00603515548618641,0.024285714285714285,5.246859520964749,719118,1
0.0029498525073746312,0.005555555555555556,0.17164434973717002,358,1
0,0.0,0,3091,1
0,0.0,0,18816,1
0.3590969034123167,0.06422018348623854,8.61285728267336,164611,1
0.003231603800954627,0.006006006006006006,0.26486466565622624,21576,1
0,0.0,0,6708,1
0.0008250825082508251,0.0010799136069114472,0.1408445315111027,136712,1
0.003451337923997508,0.009138381201044387,0.8757769206082874,71262,1
0.002295094868870411,0.0016249862289302633,5.574187431002651,2685682,1
0.0006640030998409964,0.0021639166892074655,0.8020516263711212,59024,1
0.002673544538786938,0.006711409395973154,0.29970577174487584,20900,1
0.009534716364767855,0.020100502512562814,0.6411992055273932,6142,1
0.004390675102617465,0.007374631268436578,0.6504405565015233,65772,1
0.0018373527354700724,0.00565149136577708,1.7203255767108991,132762,1
0.5553489976714769,0.2911392405063291,9.614703719392443,10115,1
0.2597368238666714,0.029976580796252927,10.059484051333525,1137344,1
0.0017423451138433598,0.005569007263922518,6.400927865443893,1370628,1
0.019818200833712156,0.019138755980861243,0.6351362964798,7802,1
0,0.0,0,74,1
0.010820313421567933,0.016042780748663103,0.5135178798152877,744,1
0,0.0,0,16,1
0.0037290941719437644,0.013986013986013986,1.3585051710682559,148016,1
0.018000000000000002,0.020833333333333332,0.4242588858048298,285,1
7.24501180936925e-06,0.0005271481286241434,0.08449373257091766,3792,1
0.0008741239527020584,0.0025996533795493936,0.30186346873633274,46830,1
0.23445907929708906,0.041404805914972274,16.662615643350122,1603800,1
0.024012545785393215,0.04006410256410257,3.1890302588851878,101394,1
0.00972535274769041,0.004301075268817204,0.3066283858183629,54180,1
6.263596116813567,0.08404802744425385,41.73886817732233,766935,1
0,0.0,0,138,1
0.07370133484624546,0.15306122448979592,2.5743627992722646,3120,1
8.593058119045938e-05,0.003472222222222222,0.19849647832721523,5121,1
0,0.0,0,478,1
0,0.0,0,94,1
0,0.0,0,390,1
3.762510346903454e-05,0.0015082956259426848,0.09815624213018816,3295,1
0.02665652869536471,0.04393939393939394,3.6993393737797944,86460,1
0,0.0,0,53,1
0.03966023494431895,0.06,15.866616626158981,635877,1
0.00738105142366474,0.010482180293501049,1.2722396286020654,195460,1
0.028339994949466412,0.018518518518518517,5.28153110445853,918750,1
0,0.0,0,1596,1
0.000217762279767285,0.01991465149359886,1.2354765866261708,45290,1
0.011416494685454574,0.05223880597014925,0.9921921638363336,4914,1
0.05237494875650426,0.1446280991735537,5.084267544607067,15150,1
0.023223173381741534,0.01593625498007968,1.2001242643727825,15741,1
0,0.0,0,9536,1
0.06454921664009707,0.002904865649963689,1.2800587529306278,860632,1
0,0.0,0,123,1
0.017646755224969734,0.01809954751131222,11.489408294013392,1189829,1
0.0006013229104028864,0.0025188916876574307,0.13483669998848588,8272,1
0.0022510130217438967,0.01303538175046555,0.8269063049607357,4815,1
0.017241379310344827,0.07692307692307693,0.24627854581449443,24,1
0.00014762326542663124,0.00141643059490085,0.11336779747070114,10380,1
0.001738283543026904,0.012542759407069556,1.1322663737378724,62447,1
0,0.0,0,56,1
0.008695652173913044,0.027777777777777776,0.21075117050092493,252,1
0.0008498514732381334,0.0016384489350081922,0.5928242146708004,127155,1
3.5546360431274198,0.12247191011235956,27.62683652361863,247694,1
0.0021982965879390045,0.021052631578947368,0.2933197419772968,460,1
0.0005113093741911874,0.00037767916155226133,0.4198097579219331,84696,1
0.01084860989688593,0.015758202014983208,6.910056089955202,398112,1
0.03345024456798463,0.03281519861830743,2.811371981820649,63801,1
0.002257336343115124,0.0035714285714285713,0.16410741777599977,5698,1
0.00029645759851173087,0.0041841004184100415,0.38291545657910114,80631,1
0.05716030898936497,0.05063291139240506,4.871121797927767,102303,1
0.0024293627481116954,0.0065252854812398045,1.5809852732856169,532731,1
0.03408450704225352,0.05128205128205128,0.490216424356942,114,1
0,0.0,0,55,1
0.01794405133329255,0.031578947368421054,0.5858670026479665,1032,1
1.3112054304884109e-06,0.007874015748031496,0.07383035914027619,1695,1
0,0.0,0,1500,1
0.01973276581145026,0.05490848585690516,4.1375419644110565,93433,1
3.445661911653229e-05,0.005025125628140704,0.09731593463652254,591,1
0.0031645569620253164,0.01098901098901099,0.17373953920997645,180,1
2.103624545091192e-05,0.0013386880856760374,0.09285685948175362,2235,1
0.19535965944431138,0.21568627450980393,4.469310044788756,3115,1
0.0006252844187614008,0.004020313161235718,1.7852157563979736,188200,1
0.039042348127091876,0.07194244604316546,1.6988300202767892,3294,1
0.013601216884269235,0.00539568345323741,0.5322125746627016,24528,1
0.042048397706147704,0.034482758620689655,1.6147774236011057,23000,1
0.8892606333482774,0.28431372549019607,7.8436728156548305,3828,1
0,0.0,0,290,1
0,0.0,0,4,1
0.0028089887640449437,0.013888888888888888,0.17021477287358108,210,1
0.9515944910796856,0.030596068484464174,30.15036114533398,3126494,1
0,0.0,0,196,1
0,0.0,0,222,1
0.015380420136826549,0.02099737532808399,1.2360983177189577,27930,1
0.6765486217850321,0.1053763440860215,16.603304489981067,228852,1
0,0.0,0,5775,1
0.045369870289749606,0.09433962264150944,1.0356979442482142,805,1
0.002634330397391195,0.00980392156862745,0.30063073997123035,1773,1
0.011255542960559015,0.011531069827033953,7.929046566319947,773875,1
0.01406789609698508,0.01715686274509804,1.0658299405810283,3654,1
0.003996297839453666,0.03571428571428571,0.5478521508251357,2208,1
0.00120347638168819,0.00641025641025641,0.2692969890996182,23973,1
0.027777777777777776,0.012345679012345678,0.2790553132756236,237,1
0.245239637699332,0.037037037037037035,3.4721396622610516,9988,1
0.001176399337040359,0.006968641114982578,0.2220572953164188,9960,1
1.8189838038927981,0.009636259760045706,44.83868744620923,21710052,1
0.0034648907456817056,0.00516795865633075,0.2672365867599294,27324,1
0.0243088156354763,0.05194805194805195,0.6718236547512828,1260,1
0.0007935396197287231,0.010471204188481676,0.25439183999930415,2172,1
0,0.0,0,176,1
0.06211521860358208,0.019373219373219373,5.199982928584307,657624,1
0.001348133275240992,0.006230529595015576,0.2375776274063274,7450,1
0.050405677168072774,0.060109289617486336,1.8603547971847947,9393,1
0.00021377827961544917,0.0035971223021582736,0.4630303778643293,20700,1
0.0026208941966164765,0.008547008547008548,0.41679400982083575,1400,1
0.0380360071544073,0.004744333157617291,3.6726408457293878,921632,1
0.07571670875605281,0.07033248081841433,8.04595959364968,165830,1
0,0.0,0,735,1
0.10907684731942581,0.06646525679758308,3.8136724354560725,24346,1
0,0.0,0,7040,1
0.002105263157894737,0.0036496350364963502,0.162250352577379,2136,1
0.5951221604977367,0.03650793650793651,5.5498045532994125,46822,1
0.0006345177664974619,0.003968253968253968,0.1358207496452224,13840,1
0,0.0,0,31845,1
0.026392216284257745,0.05263157894736842,2.137403023436581,15631,1
0.1591389654761511,0.05798969072164949,6.708942256708288,163398,1
0.0010227337604560393,0.01644736842105263,0.5584535473430031,22388,1
0.11814393514734506,0.03549517966695881,11.09163501662085,1146442,1
0.0004157821260494303,0.0010689470871191875,0.5996513609903583,89648,1
0.007228715444827977,0.013043478260869565,0.49051424898930995,2860,1
0,0.0,0,52,1
0,0.0,0,6030,1
0.005902552119128129,0.009536784741144414,0.9089243643762733,77000,1
0.2137737390030968,0.004705882352941176,1.2331877036085208,46168,1
0.02195956567725202,0.12962962962962962,1.1656611894085422,858,1
5.4100330643516026e-05,0.001549186676994578,0.18784202033542152,7722,1
0.014670447435334211,0.0003485535029627048,0.37724346496024547,690891,1
0.0010288202860555208,0.0001969707964876997,1.8299651534041608,2314944,1
0.0005446487693507425,0.007797270955165692,0.4450953573496899,43260,1
0.0023879460502992237,0.006153846153846154,0.2394516540077219,1926,1
0.0014472770422906235,0.020958083832335328,0.814624466967945,17940,1
2.0981799375082315,0.10146862483311081,16.935734144461563,84014,1
0.3776734576176816,0.08849557522123894,3.8859990889239575,12425,1
0.15572466366058138,0.03909205548549811,4.655958150750551,150700,1
3.333222225925803e-05,0.003937007874015748,0.09700275086590245,16124,1
0,0.0,0,14,1
0,0.0,0,18,1
0.006793509017381328,0.021305841924398626,3.437039026331656,153888,1
0.03170599795950925,0.05405405405405406,1.6930120265488764,3956,1
0.0009705517042304554,0.007722007722007722,0.2336000229901095,11774,1
0,0.0,0,4878,1
0.019532746523622052,0.0228310502283105,1.5809438134924783,7327,1
1.1075571011546392,0.2471042471042471,15.27339368607173,20230,1
0.0004465028663644423,0.016453382084095063,0.8809941296982986,48723,1
0.0010748650710290459,0.0026845637583892616,0.2653354589942165,8820,1
0.1149112077213642,0.12312312312312312,6.821470915307937,20328,1
0.0010942000416593034,0.006097560975609756,0.22414403054459708,8181,1
1.4131250910388367,0.01467207903359906,49.87413371835134,33572082,1
0.0004586536734279552,0.001834862385321101,0.21753731698757323,12960,1
0.0029573088304463923,0.0011092623405435386,0.26838791570904286,9000,1
0.00011634969834835403,0.0007667535654040791,0.4616488404727923,143088,1
0.003134796238244514,0.010869565217391304,0.17345478791101224,356,1
0.0037650632452647615,0.0010905125408942203,0.4485733939983859,11000,1
1.5181938443483278,0.05580357142857143,11.625255832953993,96280,1
0.0005871365683543659,0.009523809523809525,0.23510846832565047,5460,1
0.11133586848020015,0.08316008316008316,6.221955375252081,40470,1
0,0.0,0,52,1
0.014834185469093979,0.005988023952095809,1.3276281120888656,78732,1
0.03084296243208605,0.006551518761167362,3.188905679735395,1293600,1
0.4624673003979709,0.04684684684684685,4.7260276423878675,68388,1
0.00404780811597744,0.0033333333333333335,0.322335630744885,13872,1
0.002485858712303881,0.004375053615853135,4.934333453395752,1298752,1
0,0.0,0,362,1
0.023809523809523808,0.006060606060606061,0.267546386419054,648,1
0.02601425842085,0.09782608695652174,1.4853665600046906,2418,1
1.3112054304884109e-06,9.082074709146557e-06,0.07383035914027619,330315,1
0.00010448208253460687,0.0001951219512195122,0.18675140802146312,30747,1
0.0014388489208633094,0.007751937984496124,0.1528137945008781,1521,1
0.0001955485349450027,0.004213483146067416,0.8268397468032262,186914,1
0.0004977600796416127,0.0024875621890547263,0.1314856554444622,1596,1
0,0.0,0,92,1
0,0.0,0,2464,1
0.00047596382674916705,0.002398081534772182,0.13071607164552396,17112,1
0.0184505902377896,0.013595166163141994,2.5060430478269207,84216,1
0.004784688995215311,0.0011806375442739079,0.18718409459913868,48732,1
0.020327623448805482,0.08333333333333333,1.0118807238573315,1296,1
0.0026803052199166734,0.004106438896189225,2.584815934460113,267036,1
0.007874403950057063,0.03188405797101449,1.5069591398043558,29835,1
0,0.0,0,693,1
0.002207505518763797,0.009009009009009009,0.1635084431645399,1911,1
0,0.0,0,1257,1
0.002849891057438227,0.0038461538461538464,0.29656026142206904,11952,1
0.0003856892479929665,0.002296211251435132,0.23252606748780777,7776,1
0.06830394003819126,0.02403846153846154,2.4848515516896854,54338,1
9.30925339787749e-05,0.002702702702702703,0.10773637022142066,2548,1
0.004008253529775617,0.0051635111876075735,0.7696054130434675,29692,1
3.2731823184006714e-06,0.008968609865470852,0.14992483757038821,12056,1
0,0.0,0,4575,1
0.0037648573553554594,0.015756302521008403,1.7188613731769966,113710,1
0,0.0,0,22,1
0.005128205128205128,0.008695652173913044,0.18964537904728723,660,1
0,0.0,0,26448,1
0.002688427806862557,0.006018054162487462,0.7455152567454262,9930,1
0.04887490837457548,0.02931551677120262,23.842788718301026,6515670,1
1.3112054304884109e-06,0.0015723270440251573,0.07383035914027619,5032,1
0.004873213730236288,0.004336513443191674,0.6423282727217368,322016,1
0.002616240779768177,0.013986013986013986,0.3006338097088018,3276,1
0.0028515425094882856,0.012422360248447204,0.714533513885802,17960,1
