RA,JC,AA,PA,PPS,SPS,Label
0.000400337,0.005765199,1.000567206,100710,0.121045507,0.037935574,1
0,0,0,21,0,0,1
0,0,0,1764,0,0,1
0,0,0,11,0,0,1
0.006711409,0.007194245,0.199842272,276,0.223606798,0.061084722,1
0,0,0,57,0,0,1
0.583500352,0.155937053,19.3820868,163047,0.385086587,0.225454071,1
0.049275692,0.030188679,3.58882491,52430,0.188115864,0.07838618,1
0.014483886,0.1,0.653350514,363,0.219381727,0.069171446,1
0,0,0,916,0,0,1
0.00203247,0.006134969,0.290191428,5287,0,0.028834493,1
0,0,0,3900,0,0,1
0.000976563,0.001845018,0.144269504,3222,0.04454354,0.01800706,1
0.007340399,0.004683841,0.61814022,165816,0.008670774,0.010021035,1
0.063120161,0.012953368,1.774344143,64077,0.05680191,0.015275535,1
0.007321723,0.003144654,0.49134947,42770,0.007551957,0.015500409,1
0.527228466,0.112449799,6.68937205,9282,0.148413044,0.290709375,1
0.341255919,0.12195122,27.8208699,804608,0.293911143,0.097547926,1
6.01E-05,0.011695906,0.188573935,1476,0.172132593,0.05237828,1
0.003897368,0.023498695,2.060565788,21168,0.352639421,0.1107061,1
0.126429644,0.083475298,7.926342655,93728,0.116534316,0.157532366,1
0.07016759,0.047619048,4.345774969,28673,0.237096487,0.139758893,1
0.000504032,0.023809524,0.1317025,330,0.129099445,0.057735027,1
0.003860923,0.023809524,0.298424539,405,0.102597835,0.102597835,1
0.022907453,0.020396601,4.673256824,121170,0.139134493,0.094561086,1
1.988642365,0.0725,9.540803609,46010,0.178561076,0.136363636,1
0.000659407,0.000483897,1.702247961,2933823,0.081862169,0.009928777,1
0.052783413,0.086956522,2.568836902,6156,0.466173237,0.055037765,1
0.032076429,0.008403361,1.399793452,34151,0.044847672,0,1
0.006849315,0.032258065,0.200657892,207,0,0.069504805,1
0.002421308,0.016666667,0.16601788,174,0.40824829,0.075809804,1
0.006706741,0.011530398,1.387529776,74800,0.099429912,0.040219983,1
0,0,0,536,0,0,1
0.000999719,0.004784689,0.239525986,15876,0.019138975,0.016220008,1
0.053967524,0.169642857,2.92944539,3948,0.468457989,0.180923255,1
0,0,0,49,0,0,1
0.204432962,0.000868016,11.04095707,28548735,0.102540097,0.053098477,1
0.024140665,0.038135593,1.407119644,12844,0.089763072,0.056385897,1
0,0,0,12705,0,0,1
0,0,0,366,0,0,1
0.002189495,0.02739726,0.237104105,536,0.25,0.086386843,1
0.005337963,0.003765465,0.95495805,303480,0.018503014,0.009324643,1
0.006427567,0.006410256,0.348296919,933,0.086066297,0.091573709,1
0.000720461,0.003690037,0.138205174,1335,0.089442719,0.027681827,1
0,0,0,1999,0,0,1
0,0,0,9180,0,0,1
0,0,0,174,0,0,1
0.000624316,0.00130719,0.325781038,138632,0.063500064,0.008059102,1
0.375891167,0.104651163,25.80889762,611556,0.22062551,0.008196997,1
0.01777479,0.031746032,1.924882105,34986,0.119375575,0.0562936,1
0,0,0,59,0,0,1
0.158970831,0.126530612,5.627450751,13715,0.30776045,0.251775882,1
0.022216698,0.006917369,11.93203006,3224832,0.23930714,0.059271436,1
0.05284379,0.075829384,2.678006334,8592,0.34655164,0.152752523,1
0.002331002,0.0078125,0.164976839,3104,0,0.018233124,1
0,0,0,684,0,0,1
0.000431965,0.004048583,0.129079477,3712,0.072168784,0.016520465,1
0.000758725,0.002702703,0.139200723,1104,0.083333333,0.030471382,1
0.01453653,0.01540832,1.354939271,73414,0.102778306,0.02972766,1
0.002008773,0.001444043,0.286744878,4152,0.109599325,0.031139958,1
0.162160408,0.028794992,12.76480779,2087220,0.084185344,0.054787096,1
0.090799775,0.020234292,2.707849134,183645,0.109060869,0.053205012,1
0,0,0,12,0,0,1
0.000102978,0.006514658,0.194475574,11438,0.031972388,0.019137223,1
0,0,0,1828,0,0,1
0,0,0,517,0,0,1
1.63E-05,2.89E-05,0.090689407,1038510,0.014877395,0.004785072,1
0,0,0,408,0,0,1
0.096652568,0.051908397,5.245632664,89950,0.204727592,0.115186436,1
0.011667578,0.018518519,0.513374461,5474,0.057104024,0.035499851,1
0.00409311,0.002923977,0.320473944,22785,0,0.013363062,1
0,0,0,244,0,0,1
0.000286749,0.007009346,0.318361531,27534,0.057416925,0.018156826,1
0.052631579,0.006944444,0.339623272,3276,0,0,1
0,0,0,274,0,0,1
1.89E-05,0.016216216,0.245653638,8611,0.05705237,0.011993477,1
0,0,0,7864,0,0,1
0.002985075,0.007751938,0.171994763,4029,0,0.015754382,1
0,0,0,918,0,0,1
0.000535906,0.000854701,0.132774752,5830,0.038924947,0,1
0.003833096,0.021621622,0.553549382,7740,0.081786082,0.015130688,1
0,0,0,882,0,0,1
0.000888099,0.017857143,0.142319849,630,0.091287093,0.041885391,1
0,0,0,6854,0,0,1
0.072885999,0.008782936,2.170574405,565191,0.052423244,0.019061888,1
0.008474806,0.022770398,1.612486039,41478,0.058159197,0.043738709,1
0.000922221,0.000684332,3.920654628,3015840,0.182202722,0.024189375,1
0.006422031,0.047368421,1.157944056,8778,0.126248195,0.043519414,1
0.007634189,0.010060362,0.710110855,9640,0.106148978,0.041478068,1
0.021230684,0.053571429,2.16516705,9984,0.362371538,0.141783511,1
0.057880476,0.06122449,1.741600132,2240,0.170871532,0.125,1
0.000825654,0.005055881,1.814597727,353376,0.095305467,0.032194697,1
0.006097561,0.006134969,0.196083567,640,0.080064077,0.040555355,1
0.279937434,0.017964072,3.366343929,218484,0.031280562,0.018986581,1
0.025395491,0.030176899,3.819786773,215096,0.092858788,0.057805979,1
1.62E-05,0.004385965,0.090663108,1338,0.123091491,0.027399831,1
2.95E-05,0.005865103,0.179656572,6156,0.081110711,0.025729991,1
0.003317772,0.029059829,1.768813353,72376,0.14146052,0.056673625,1
0.141759645,0.106060606,1.722953467,576,0.647150229,0.291666667,1
0.254497389,0.111607143,9.107481194,50976,0.299816495,0.150007501,1
0,0,0,10,0,0,1
0,0,0,2662,0,0,1
0,0,0,26445,0,0,1
0,0,0,1223,0,0,1
0.016719328,0.055248619,1.476424861,3268,0.393444738,0.129407927,1
0.378119232,0.016108247,18.75873019,2880384,0.200351374,0.125318386,1
0.009457723,0.018894332,2.914336607,527583,0.076169614,0.019643358,1
0.022475535,0.010810811,0.968290297,67968,0,0,1
0.037445339,0.080291971,1.843136841,1876,0.343621597,0.264008448,1
0.02784749,0.013020833,0.917554558,3048,0.19641855,0.091777887,1
0.08812148,0.084210526,6.0225381,51544,0.164817129,0.114049481,1
0,0,0,6,0,0,1
0,0,0,7205,0,0,1
0.000227428,0.001782531,0.119208298,10317,0.022827719,0.010290702,1
0,0,0,470,0,0,1
0.172118778,0.074001947,11.670283,299322,0.164298179,0.082579125,1
0,0,0,12321,0,0,1
0.002481647,0.005033557,0.384261385,36570,0.034050261,0.01573227,1
0.000540506,0.00080186,0.952859823,249220,0.089442719,0.02004012,1
0.013723029,0.00238379,0.953359799,37620,0.038926127,0.006865923,1
0,0,0,312,0,0,1
0.00220046,0.001886894,3.441298561,1166823,0.153522062,0.032438334,1
0.009392164,0.027247956,1.299680588,6120,0.154635067,0.100707437,1
4.66E-05,0.000340426,0.18685849,64526,0.084440066,0.003938718,1
0,0,0,3249,0,0,1
0.037009778,0.050898204,2.641015572,26108,0.12430824,0.081788817,1
0,0,0,184,0,0,1
0.003509602,0.004893964,0.428251733,5463,0.073922127,0.042953678,1
0.098123607,0.09252669,4.480915471,17400,0.209684238,0.068100522,1
0.111134924,0.018352731,6.190772583,741114,0.047206062,0.028758296,1
0.016759052,0.019354839,1.001992337,7803,0.200643088,0.057099059,1
0,0,0,4,0,0,1
0.04802945,0.037401575,2.954572104,15376,0.233086619,0.120559812,1
0.035417758,0.06,0.675660044,322,0.341881729,0.177084401,1
0,0,0,1955,0,0,1
0,0,0,23,0,0,1
0,0,0,57,0,0,1
1.31E-06,0.000674309,0.073830359,4443,0.109108945,0.015043123,1
0.653807687,0.114334471,21.24915335,418128,0.244266713,0.213550112,1
0.2,0.005882353,0.621334935,668,0,0.041099747,1
0.0125,0.003597122,0.228204911,828,0.15430335,0.034879005,1
0.170761641,0.079136691,4.082470266,17600,0.202891519,0.090166963,1
0,0,0,78592,0,0,1
0,0,0,41334,0,0,1
0.219748222,0.270833333,3.08032135,858,0.50847518,0.382359556,1
0.215649752,0.02299937,10.3128058,2539342,0.043430118,0.040677826,1
0.003493011,0.005385996,0.728950989,143031,0.016554953,0.013499076,1
0.042462412,0.028490028,1.716328193,21024,0.102062073,0.039840954,1
0.003174603,0.012987013,0.173835267,1377,0.070014004,0.027461752,1
0.003572255,0.002604167,0.638310466,402954,0.005516533,0.006608285,1
0.327409504,0.029268293,3.015483356,24357,0.068041382,0.012858612,1
0.007630673,0.034883721,0.446139354,420,0.424264069,0.100630921,1
2.62E-05,0.01010101,0.168175935,2079,0.125738923,0.04433511,1
0.029620782,0.003380394,4.437293593,910091,0.101818424,0.086776119,1
0.017163149,0.040816327,0.410492275,270,0.20519567,0.132453236,1
9.81E-06,0.000359712,0.086711817,57960,0.050062617,0,1
0.387909134,0.008979268,11.61655347,1050140,0.168391522,0.057574139,1
0.000347222,0.001340483,0.125540679,34202,0,0.005422783,1
0,0,0,6440,0,0,1
0,0,0,30,0,0,1
0,0,0,177,0,0,1
0,0,0,3598,0,0,1
0.07684696,0.114942529,1.987726167,1422,0.294174203,0.244948974,1
0.00353572,0.011892451,2.466542222,346720,0.091178714,0.029674152,1
0,0,0,1340,0,0,1
0.003245691,0.008583691,0.260848749,2464,0.093048421,0.021161948,1
0.034642307,0.054409006,4.012403362,70312,0.143578432,0.027487469,1
0.018614536,0.043478261,1.015758924,5175,0.116690007,0.086351049,1
0.150403395,0.051593323,5.790443553,88556,0.175118488,0.108258929,1
0.003690037,0.008928571,0.17850389,1122,0.038924947,0.040291148,1
0,0,0,1800,0,0,1
0.000346314,0.004618938,1.11502565,234081,0.109758796,0.02483227,1
0,0,0,20,0,0,1
0.052034984,0.017152659,1.801546743,51622,0,0.044013164,1
0.624876612,0.037730108,37.1066356,5473668,0.321791059,0.17582768,1
0,0,0,60,0,0,1
0.002604167,2.78E-05,0.168049079,3225600,0.007376108,0.003536573,1
0.010204082,0.008196721,0.218104055,242,0.136082763,0.071795816,1
0.008135122,0.004504505,1.087444483,57783,0.068115332,0.021116228,1
6.31E-05,0.000182415,0.276300104,115094,0.046721264,0.008846671,1
0.00166917,0.001044432,2.380311217,803880,0.169918158,0.02676973,1
0,0,0,4420,0,0,1
0,0,0,137,0,0,1
0,0,0,96,0,0,1
0.073570462,0.021013597,2.645194108,108069,0.010604746,0.033524262,1
0.000347441,0.00109866,0.51174101,652384,0.038990643,0.004959071,1
0.03224519,0.052083333,2.945447843,12580,0.412514324,0.153872935,1
0.033232401,0.169491525,1.67512312,1170,0.506369684,0.21602469,1
0.00230813,0.012958963,0.713884793,24540,0.101885342,0.048628849,1
0.031001422,0.048843188,2.813148075,35216,0.070056067,0.048536267,1
0.000322705,0.004259851,0.400903605,111756,0.03041339,0.009248385,1
0.020408202,0.057142857,0.733431369,408,0.577350269,0.103695169,1
0,0,0,1788,0,0,1
0.000653466,0.006042296,0.226711794,3230,0.106904497,0.017817416,1
0.008026678,0.03030303,2.324740059,27600,0.310621962,0.074501116,1
0.009260385,0.006153846,0.370863897,16832,0,0.016161649,1
0.012636051,0.007352941,0.809572951,8076,0.212814133,0.055971708,1
0.00105791,0.002985075,0.265049253,4655,0.098413566,0.029950995,1
0,0,0,2960,0,0,1
0,0,0,396,0,0,1
0.001818597,0.004886717,1.104730501,563445,0.069122371,0.014654362,1
0.001754386,0.003759398,0.157588608,530,0.104257207,0.044811071,1
0,0,0,6399,0,0,1
0,0,0,524,0,0,1
0.007922247,0.01183432,1.104207736,23328,0.086609307,0.035663374,1
0,0,0,5959,0,0,1
0.014577211,0.009419152,4.255286441,242816,0.231325973,0.071112364,1
0.000812348,0.002386635,0.140536639,7236,0.029462783,0,1
0,0,0,21245,0,0,1
0.597407292,0.131578947,5.920898851,11136,0.098984433,0.092673073,1
0,0,0,32,0,0,1
0.055382606,0.133333333,1.152985031,630,0.281718085,0.109108945,1
0.000873296,0.013157895,0.328161826,6030,0.071611487,0.039223227,1
0.006488038,0.013793103,1.065001728,24435,0.085670587,0.051704449,1
0.713848631,0.004634994,2.318029205,80666,0.029880715,0.006873217,1
0.00636311,0.018666667,0.865016736,8257,0.169127523,0.067454063,1
0,0,0,648,0,0,1
0.201983342,0.024064171,7.392467079,230394,0.080106627,0.084513193,1
0.001507306,0.181818182,0.27064648,42,0.577350269,0.204124145,1
0,0,0,22,0,0,1
0.010448791,0.035046729,1.943447185,33060,0.10022805,0.009462216,1
6.224092091,0.170731707,38.06024388,216000,0.428071212,0.154880619,1
