PPS,SPS,Label
0.0,0.0,1
0.0,0.0,1
0.3644054444067475,0.24283093212859141,1
0.0,0.0,1
0.27116307227332015,0.11381286340149635,1
0.3442651863295481,0.22019275302527208,1
0.0,0.0,1
0.5531825457855197,0.1166828737469236,1
0.1267731382092775,0.17928429140015906,1
0.0,0.0,1
0.3488372093023256,0.2003121479398776,1
0.046448867619441184,0.028576613007793402,1
0.03121952705272313,0.2357022603955158,1
0.0,0.0,1
0.4488792012484348,0.0,1
0.05477225575051661,0.040422604172722164,1
0.20937615354386094,0.14024696703440295,1
0.2004459314343183,0.051725368037648,1
0.09068729346753406,0.05792034671995594,1
0.13773903296610773,0.052222663788560365,1
0.14229426304616102,0.06585527740981746,1
0.058848988633649964,0.05383819020581655,1
0.23701753022409722,0.14610457851471592,1
0.2681940937606045,0.09188458377475334,1
0.04508348173337162,0.010187124277134103,1
0.0826285413703371,0.03955826560165034,1
0.18990938305015842,0.028665771353056337,1
0.0,0.0,1
0.22422126298182948,0.05891542213209432,1
0.06024533658898498,0.0,1
0.08658901190216381,0.0468036377200909,1
0.0,0.0,1
0.11332448811008078,0.07240441707239473,1
0.0,0.0,1
0.0,0.0,1
0.11470786693528087,0.05407380704358752,1
0.0,0.0,1
0.06532553344640132,0.02062988808969345,1
0.053418872014333596,0.0,1
0.16666666666666669,0.1072112534837795,1
0.04975185951049946,0.00931937714346791,1
0.4227309749185842,0.11598564303268111,1
0.0,0.0,1
0.10206207261596574,0.023131050102961254,1
0.0,0.06537204504606135,1
0.1449540380663849,0.05352309301050473,1
0.09766755200895179,0.04131350760671508,1
0.007735453619527194,0.010386317560761393,1
0.15494412689220163,0.08714397221868458,1
0.03713906763541037,0.02255894173974707,1
0.0,0.0,1
0.06126546442791853,0.035980915027242356,1
0.0,0.0,1
0.15975290494156813,0.10682110008653736,1
0.2555484798052442,0.16137668939007718,1
0.09682458365518543,0.05337605126836238,1
0.13001274187308595,0.0317100996102996,1
0.3086066999241839,0.0,1
0.009102954023771601,0.004257516895563572,1
0.37219368415938836,0.18951174787165373,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.1500762804201179,0.05439329987063503,1
0.5039032598602688,0.24120907566221092,1
0.0,0.0,1
0.12052610640125554,0.04373740168406954,1
0.1617869980892868,0.07100084443188873,1
0.2466126243548641,0.139675460876045,1
0.4370733787381239,0.09670980886427658,1
0.27500954910846337,0.11961783342433502,1
0.015819299929208316,0.00908228126874663,1
0.11437725271791938,0.12561485860426555,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.12410104559880457,0.06939542359352535,1
0.05407380704358752,0.021341639745917712,1
0.09513029883089881,0.04121740525126047,1
0.0,0.0,1
0.3301326411529048,0.04071490696421563,1
0.0,0.0,1
0.061898446059017294,0.03162277660168379,1
0.1383496476323666,0.047946330148538406,1
0.07509915462006464,0.054717565516458275,1
0.0,0.0,1
0.0776484713246342,0.03251280443811776,1
0.03253642050456799,0.022061159598733414,1
0.052537294707138214,0.025016291953504993,1
0.0,0.0,1
0.0568373577153927,0.038749212914606423,1
0.01650358269779622,0.011199676020458054,1
0.0,0.0,1
0.0,0.0,1
0.07969998189672045,0.020925494019144817,1
0.2196873875818734,0.10264723269989709,1
0.20044080214061044,0.1493806168452881,1
0.1994757527025036,0.07291774896939111,1
0.15488061853247329,0.06902710277284298,1
0.06401843996644799,0.04377346993573883,1
0.0,0.0,1
0.18731716231633883,0.06900655593423542,1
0.1865234120332472,0.06055296814615465,1
0.18257418583505533,0.09274777915203364,1
0.0,0.0,1
0.1455556274348955,0.17366496893643496,1
0.022733144649015786,0.0,1
0.16519820926111736,0.030287390028283647,1
0.34349002795836125,0.14811930420224248,1
0.0,0.0,1
0.09150793638884733,0.03785055820522322,1
0.1322690759277305,0.01254072551073556,1
0.12909944487358055,0.07930515857181443,1
0.0,0.0,1
0.24193212597375846,0.11114609920353143,1
0.0,0.0,1
0.2765204519281134,0.08514011424188012,1
0.2888116563024185,0.07741431454239507,1
0.11481582730452869,0.021545817376012088,1
0.05521576303742327,0,1
0.0,0.012087736925743093,1
0.35355339059327373,0.40089186286863654,1
0.0,0.0,1
0.1178511301977579,0.039283710065919304,1
0.0,0.009235141930792203,1
0.1877111123669825,0.08090996222714764,1
0.048112522432468816,0.046692960477351775,1
0.3391120162456308,0.1260057552207789,1
0.21673714384191028,0.028138330394167636,1
0.0,0.016188097705954405,1
0.228275334981958,0.04347854042848275,1
0.08466675133346034,0.07453559924999299,1
0.1091089451179962,0.1251222494179709,1
0.07412493166611012,0.019783564706223267,1
0.053011808104998184,0.03004811550806264,1
0.13280995431448117,0.02788285922710094,1
0.0,0.0,1
0.2629208504217874,0.08077367583346372,1
0.1751622624363427,0.0,1
0.0,0.0,1
0.1293016367670472,0.0695678476053965,1
0.21957751641342,0.10787924283421144,1
0.1543033499620919,0.045083481733371615,1
0.0,0.0,1
0.1579589373190279,0.013690497210010436,1
0.23693955110363693,0.0861640436855329,1
0.0,0.0,1
0.7144345083117601,0.34320323649182205,1
0.1556997888323046,0.09325048082403138,1
0.14265349750363765,0.041504853757646024,1
0.0,0.0,1
0.011283778477771594,0.004345157386351893,1
0.0,0.0,1
0.06537204504606135,0.03140371465106639,1
0.0,0.0,1
0.0,0.030656966974248287,1
0.0,0.0,1
0.06366070140792303,0.017314881653296567,1
0.0,0.0,1
0.18731716231633883,0.07345531603115878,1
0.04856787283947039,0.056020463707279575,1
0.2026062875341248,0.047184233709987575,1
0.13801311186847084,0.15339299776947407,1
0.055048188256318034,0.023346480238675887,1
0.15241328860451564,0.054223201521423896,1
0.0,0.0,1
0.0,0.0,1
0.01656346649999844,0.0168466231906423,1
0.04992019148942948,0.033691246253722704,1
0.0,0.0,1
0.0,0.0,1
0.21935240401041506,0.04612152954986364,1
0.05709161420029026,0.036023179919677045,1
0.021650635094610966,0.006003651330350927,1
0.0,0.0,1
0.05415303610738823,0.03021529563117203,1
0.041666666666666664,0.0,1
0.29265391241265876,0.05505251781613881,1
0.0,0.0,1
0.21348644645698295,0.04267067464022359,1
0.16666666666666666,0.09365858115816939,1
0.11239029738980326,0.055573660480902225,1
0.2,0.16431676725154987,1
0.3519947346980235,0.2047316589122303,1
0.0,0.0,1
0.02790727860929738,0.023966279201637065,1
0.08547043234472845,0.05404418567349641,1
0.06918984060216637,0.01747585993722936,1
0.47052635101330437,0.1365025033754349,1
0.10219190010976621,0.07384456739820601,1
0.0994490316197694,0.055873769533459273,1
0.16666666666666666,0.1259881576697424,1
0.0,0.0,1
0.4902903378454601,0.40492914359926274,1
0.027621042544161815,0.003788939030215486,1
0.0,0.0,1
0.0,0.0,1
0.025717224993681988,0.014987266233254517,1
0.0,0.0,1
0.33968311024337877,0.07715167498104596,1
0.009556369651349931,0.024195279380814224,1
0.2480856792770396,0.07507659316550995,1
0.0,0.0,1
0.20082135869223638,0.18518518518518517,1
0.02657235455277488,0.006691995472465073,1
0.03627381250550058,0.011370245477722049,1
0.39223227027636803,0.33541019662496846,1
0.4209094332013175,0.20377190313128826,1
0.05698028822981897,0.020498001542269693,1
0.20981358185407062,0.13296449906290672,1
0.21252826802901287,0.05637342102966556,1
0.15271180544538154,0.07481320020807247,1
0.1178511301977579,0.0816496580927726,1
0.12697474135973297,0.04931901612161148,1
0.2330692321357021,0.09073427185522186,1
0.0,0.0,1
0.47166663063657827,0.20878692266483084,1
0.03057089202578715,0.0032761362279838504,1
0.18333969940564224,0.0,1
0.14433756729740646,0.06063390625908324,1
0.06258153949977485,0.009458247245817807,1
0.04800153607373194,0.014059891473053903,1
0.0,0.0,1
0.0,0.0,1
0.2919825809160893,0.13528539846351917,1
0.0,0.0,1
0.0,0.0,1
0.38662954058932786,0.0,1
0.0468036377200909,0.004259756698165173,1
0.14854397775557668,0.06286946134619315,1
