RA,JC,AA,PA,Label
0.011652017034375054,0.02857142857142857,0.45394471489668325,1760,1
0,0.0,0,78,1
2.0224245876409683,0.12668463611859837,22.050307596691233,129355,1
0.001422475106685633,0.005747126436781609,0.15254699576300085,5400,1
0,0.0,0,384,1
2.9742273121401586,0.11935483870967742,13.21145391520553,30072,1
0.006283899023491482,0.011384062312762133,1.8960180058324558,569452,1
0.04777400695757604,0.015463917525773196,6.390783868631685,840252,1
0.003367003367003367,0.013513513513513514,0.1756317254872274,146,1
0.06202336615561472,0.08484848484848485,4.3058403211533465,28792,1
0.0011210762331838565,0.011111111111111112,0.14720026279430673,430,1
0,0.0,0,5076,1
0.004991881827034419,0.002599090318388564,1.445845202117384,110520,1
0.008444554871159625,0.026634382566585957,1.4641012524304668,38860,1
0.0012991368207806778,0.008264462809917356,0.4744167510568848,33615,1
0.002785515320334262,0.004166666666666667,0.16997198758930332,7380,1
0.02857142857142857,0.06666666666666667,0.28126641406272834,28,1
0.0012422360248447205,0.004291845493562232,0.14945801418380114,13520,1
1.3112054304884109e-06,0.005988023952095809,0.07383035914027619,656,1
1.3112054304884109e-06,0.005917159763313609,0.07383035914027619,7029,1
0.00090747126943715,0.018109790605546124,3.002749989784695,238320,1
0.7686273559446603,0.08117025956885174,52.37525999158234,5700000,1
0.0019776075750050515,0.004081632653061225,1.8679301747008714,756500,1
0.009485800219792933,0.017094017094017096,0.370434199771379,570,1
0.016400906263360663,0.008035714285714285,2.464572724959276,123312,1
0,0.0,0,147,1
0.03671256260771208,0.0364963503649635,0.9925011475129085,5037,1
0,0.0,0,77,1
0.528945781624114,0.45652173913043476,5.46234585567225,1032,1
0,0.0,0,38,1
0.009693150162305573,0.03587443946188341,1.0581602804431525,8918,1
0.009035757523245397,0.040983606557377046,0.7583089446349486,3900,1
0.009579517045623364,0.022988505747126436,0.6133625797236685,6960,1
0.024303286706806947,0.028358208955223882,2.6651672340322126,41118,1
0.00033025099075297226,0.00125,0.12475582766707588,3188,1
0.0035240455622272807,0.002962962962962963,0.30900631636383036,8632,1
0.5422313680713914,0.024334600760456272,6.70298290209946,453140,1
0.08909023326507066,0.07711803041274438,26.022445600550466,2040846,1
0.04063768327665762,0.02674591381872214,2.6439580025061,22960,1
7.24501180936925e-06,0.004048582995951417,0.08449373257091766,4560,1
0.013570636607225354,0.007722007722007722,0.3717307987461973,4374,1
0.006301777231815131,0.009523809523809525,0.4254109287805812,1872,1
0.09527441327417503,0.044813278008298756,7.464871276466758,385140,1
0.012506751208305822,0.006264236902050114,1.569576107829912,441266,1
0.005526174820276427,0.004878048780487805,0.46726575585531627,4277,1
0,0.0,0,35792,1
0,0.0,0,2142,1
